nlc,Station,Note,Entry_Week,Entry_Saturday,Entry_Sunday,Exit_Week,Exit_Saturday,Exit_Sunday,AnnualEntryExit_Mill
558,Dollis Hill                        , ,6061,3875,3038,4136,2095,1899,3.18
560,Ealing Broadway                    , ,26762,17086,12130,24508,15898,11653,16.09
561,Ealing Common                      , ,5075,3652,2394,5113,3471,2482,3.24
562,Earl's Court                       , ,30803,27979,26157,29131,26881,24872,21.03
563,East Acton, ,5600,3728,2637,5502,3218,2502,3.47
565,East Finchley                      , ,10747,6671,4175,9788,5470,3926,6.30
566,East Ham  , ,21199,15789,11034,20243,13920,10703,13.31
567,East Putney                        , ,9173,5904,3670,8011,4995,3403,5.33
564,Eastcote  , ,4428,2218,1189,4104,1981,1194,2.52
568,Edgware   , ,6633,4300,3029,6400,3968,3001,4.08
774,Edgware Road (Bak)                 , ,7132,4691,3000,7071,4753,2774,4.43
569,Edgware Road (Cir)                 , ,10386,6160,4027,10111,6409,3984,6.31
570,Elephant & Castle                  , ,29079,20797,14576,27145,19241,13446,17.96
571,Elm Park  , ,4351,2085,1188,4135,1900,1165,2.49
542,Embankment, ,29995,26505,17394,29487,27402,17057,19.88
572,Epping    , ,5391,3983,2371,3976,3569,2147,3.03
574,Euston    , ,56039,44532,36468,57197,46640,33655,37.53
575,Euston Square                      , ,19540,6727,5091,20324,6745,4615,11.36
576,Fairlop   , ,1567,881,485,1440,849,456,0.91
577,Farringdon, ,39802,7929,4625,35654,7602,3924,20.40
578,Finchley Central                   , ,9080,6138,3266,8787,5278,3397,5.51
579,Finchley Road                      , ,15125,10812,7316,14296,9685,7216,9.37
580,Finsbury Park                      ,A,40602,37323,21661,38804,29494,20234,26.04
581,Fulham Broadway                    , ,15294,11201,6588,14958,9909,6027,9.50
582,Gants Hill, ,9339,5434,3712,8873,5163,3668,5.59
583,Gloucester Road                    , ,22020,17540,13201,21210,16783,11747,14.19
584,Golders Green                      , ,12239,8716,6445,11698,7638,5912,7.64
585,Goldhawk Road                      , ,2868,1912,1094,2679,1679,1118,1.72
586,Goodge Street                      , ,14611,6923,3419,14953,7142,3407,8.61
587,Grange Hill                        , ,1009,445,228,850,369,216,0.54
588,Great Portland Street              , ,13222,4444,3047,12825,4041,2501,7.36
590,Green Park, ,51766,30248,19110,58893,37811,22446,33.99
589,Greenford , ,6597,4277,2650,6506,4023,2550,4.05
591,Gunnersbury                        , ,9028,3432,2262,7032,2857,2034,4.64
592,Hainault  , ,4905,2662,1703,4577,2442,1643,2.86
593,Hammersmith (Dis)                  , ,46256,31968,22166,44176,29993,20995,28.65
773,Hammersmith (H&C)                  , ,14633,10055,6733,12503,9282,6261,8.64
594,Hampstead , ,6570,5235,3883,6729,5282,4016,4.38
595,Hanger Lane                        , ,5731,3706,2589,5383,3211,2192,3.45
596,Harlesden , ,4187,2224,1384,3889,1990,1382,2.43
597,Harrow & Wealdstone                , ,7344,4790,3109,6953,4361,2991,4.45
598,Harrow-on-the-Hill                 , ,13922,8933,6186,14514,8774,6227,8.85
779,Hatton Cross                       , ,4777,3525,2874,4346,3068,2358,2.96
780,Heathrow Terminals 123, ,11338,11349,11405,10127,10018,9857,7.80
781,Heathrow Terminal 4, ,3350,3817,4099,3075,3464,3233,2.44
783,Heathrow Terminal 5, ,5451,4889,5993,4630,4207,4456,3.64
601,Hendon Central                     , ,11727,6574,4310,10856,5521,3883,6.83
602,High Barnet                        , ,4916,2910,1877,4510,2486,1699,2.88
605,High Street Kensington             , ,20005,14575,9501,20494,15105,9302,12.90
603,Highbury & Islington               , ,26407,18903,12331,26143,19125,13056,16.77
604,Highgate  , ,7795,5344,3201,7420,4809,3272,4.76
606,Hillingdon, ,2525,1645,855,2287,1478,888,1.48
607,Holborn   , ,51059,27751,16064,54112,29946,16109,31.51
608,Holland Park                       , ,5471,3564,2279,5192,3309,2181,3.32
609,Holloway Road                      , ,11709,7438,4704,11554,6969,4587,7.18
610,Hornchurch, ,3464,1486,740,3478,1513,779,2.00
611,Hounslow Central                   , ,6039,4081,3135,5859,3898,2919,3.78
612,Hounslow East                      , ,6332,4895,3875,6472,4534,3599,4.17
613,Hounslow West                      , ,5215,3869,2936,4761,3505,2725,3.24
614,Hyde Park Corner                   , ,7605,8865,6541,8419,9201,6882,5.79
615,Ickenham  , ,1797,918,489,1779,880,481,1.06
616,Kennington, ,7238,5833,3760,6737,5622,3975,4.59
617,Kensal Green                       , ,4229,3075,2030,3722,2595,1945,2.54
618,Kensington (Olympia)               , ,1471,6321,3673,1441,5711,3670,1.80
619,Kentish Town                       , ,12553,7576,4943,12246,6868,4529,7.58
620,Kenton    , ,3338,1972,1331,3067,1882,1242,1.97
621,Kew Gardens                        , ,5165,4201,2630,4829,3763,2405,3.24
622,Kilburn   , ,12042,9329,6835,11526,8543,6628,7.69
623,Kilburn Park                       , ,5310,4518,3071,5130,4243,2925,3.45
625,King's Cross St. Pancras           , ,122769,103623,76905,120873,98725,72369,80.97
624,Kingsbury , ,6312,3456,2557,5951,3128,2355,3.73
626,Knightsbridge                      , ,30893,35263,23851,30131,32215,20524,21.57
627,Ladbroke Grove                     , ,8482,9387,3934,7638,6132,3090,5.30
628,Lambeth North                      , ,5165,4698,3164,4715,4168,2755,3.31
629,Lancaster Gate                     , ,10159,8599,6659,9882,8400,5960,6.70
630,Latimer Road                       , ,3308,1553,1026,3190,1312,971,1.91
631,Leicester Square                   , ,50622,80989,43586,49380,78269,39976,38.51
632,Leyton    , ,20031,16533,11510,19306,13863,10920,12.86
633,Leytonstone                        , ,16164,11738,8099,15495,10603,7687,10.10
634,Liverpool Street                   , ,102586,51748,48596,105404,52274,56558,64.23
635,London Bridge                      , ,107944,80397,47723,102917,77480,47154,67.16
636,Loughton  , ,4949,3074,1596,5006,2874,1605,3.02
637,Maida Vale, ,5224,3793,2463,4680,3196,2309,3.15
638,Manor House                        , ,14611,11886,8507,13459,10167,8200,9.23
639,Mansion House                      , ,10143,3609,2026,10017,2640,1705,5.65
640,Marble Arch                        , ,23819,23158,16175,22196,20565,13830,15.69
641,Marylebone, ,19369,12108,7772,19875,12268,7741,12.11
642,Mile End  , ,22916,16944,11816,20810,14523,11203,14.06
643,Mill Hill East                     ,A,1670,968,604,1967,1120,679,1.10
646,Moor Park , ,1449,603,293,1394,572,293,0.81
645,Moorgate  , ,37803,6585,3877,39028,6907,3828,20.59
647,Morden    , ,12134,7653,5039,11309,7019,4840,7.28
648,Mornington Crescent                , ,7122,3901,11047,6362,3257,1949,4.55
649,Neasden   , ,4975,2923,2094,4427,2680,2045,2.91
650,Newbury Park                       , ,7224,4577,3114,5273,3705,2591,3.93
653,North Acton                        , ,8640,5278,3787,8141,4823,3484,5.20
654,North Ealing                       , ,1581,947,537,1355,824,537,0.90
789,North Greenwich                    , ,34450,30255,21166,37528,33877,23340,24.17
656,North Harrow                       , ,2770,1158,707,2533,1065,710,1.54
659,North Wembley                      , ,2724,1842,1184,2523,1604,1140,1.64
655,Northfields                        , ,6531,4132,2777,6284,3662,2807,3.98
657,Northolt  , ,7244,5114,3187,6797,4539,2972,4.42
660,Northwick Park                     , ,6453,2869,2387,6329,2612,2209,3.79
661,Northwood , ,3916,1892,1148,3455,1703,1064,2.18
662,Northwood Hills                    , ,2524,1242,750,2230,1085,709,1.41
663,Notting Hill Gate                  , ,24396,28382,15301,23878,33250,16213,17.28
664,Oakwood   , ,3905,3191,2218,3332,3057,2148,2.41
665,Old Street, ,36379,19538,12661,35854,21940,11886,21.88
667,Osterley  , ,3493,2699,1886,3328,2281,1590,2.19
668,Oval      , ,9833,7703,5075,9138,6458,4639,6.11
669,Oxford Circus                      , ,119401,99998,54154,130658,105728,57521,80.55
670,Paddington, ,70505,51025,41569,72237,52546,40231,46.33
671,Park Royal, ,2497,1592,907,2646,1591,942,1.58
672,Parsons Green                      , ,10464,6280,3582,9866,5758,3495,6.19
673,Perivale  , ,3567,2317,1461,3412,2121,1392,2.16
674,Piccadilly Circus                  , ,59135,71545,42387,59279,73489,39932,42.36
776,Pimlico   , ,16327,9971,7224,15409,9723,7252,9.91
675,Pinner    , ,4310,1963,1188,4129,1806,1174,2.47
676,Plaistow  , ,10208,7084,4841,9670,6283,4724,6.29
677,Preston Road                       , ,5003,2750,2134,4676,2570,2060,2.97
678,Putney Bridge                      , ,8620,5825,4429,9103,5636,4359,5.60
680,Queen's Park                       , ,8960,6214,4152,8171,5270,3951,5.41
679,Queensbury, ,5598,2988,2106,5573,2771,2071,3.37
681,Queensway , ,11991,12570,9859,12080,12441,9889,8.56
682,Ravenscourt Park                   , ,4615,2688,1719,4396,2510,1749,2.75
683,Rayners Lane                       , ,6588,3709,2399,6437,3512,2366,3.95
684,Redbridge , ,4268,2953,1969,3855,2568,1829,2.57
685,Regent's Park                      , ,5737,3164,2027,6604,4251,2580,3.78
686,Richmond  ,A,11368,10295,5469,11803,9799,5551,7.56
687,Rickmansworth                      , ,3911,1646,912,3606,1472,824,2.17
688,Roding Valley                      ,A,446,170,87,336,145,83,0.22
690,Royal Oak , ,3691,2157,1507,3486,2090,1610,2.22
691,Ruislip   , ,2646,1573,892,2693,1576,895,1.62
692,Ruislip Gardens                    , ,1783,1110,628,1431,909,580,0.99
693,Ruislip Manor                      , ,2937,1518,818,2774,1379,809,1.69
694,Russell Square                     , ,20524,16715,12366,20156,16386,11755,13.44
698,Seven Sisters                      , ,21758,15899,11650,19300,13668,10830,13.25
700,Shepherd's Bush (Cen)              , ,33802,30777,20175,31416,28381,19149,21.90
775,Shepherd's Bush (H&C)              , ,5228,4204,2647,4782,3856,2535,3.26
702,Sloane Square                      , ,26212,18581,11357,26233,18438,10956,16.51
703,Snaresbrook                        , ,4869,2372,1383,3625,2078,1324,2.54
704,South Ealing                       , ,5412,3511,2282,5230,3233,2297,3.31
707,South Harrow                       , ,3624,2347,1571,3640,2285,1541,2.26
708,South Kensington                   , ,48391,41637,31172,48547,41308,30812,32.50
709,South Kenton                       ,A,1700,951,547,1500,858,593,0.97
710,South Ruislip                      , ,2792,1933,1114,2690,1735,1053,1.71
711,South Wimbledon                    , ,6296,3942,2454,5597,3823,2490,3.70
712,South Woodford                     , ,6261,3815,2391,7799,4878,3040,4.33
705,Southfields                        , ,9482,6368,3911,8393,5313,3658,5.58
706,Southgate , ,7830,4987,3272,7874,4868,3342,4.88
784,Southwark , ,20385,8471,5606,20635,9515,5644,11.98
695,St. James's Park                   , ,25210,6704,4166,26327,7194,4312,14.26
696,St. John's Wood                    , ,11142,7359,5254,11286,7340,5413,7.07
697,St. Paul's, ,24525,13120,9010,25450,13345,8423,15.05
713,Stamford Brook                     , ,4461,2675,1630,4163,2280,1570,2.63
714,Stanmore  , ,5321,3702,2573,5293,3507,2582,3.36
715,Stepney Green                      , ,8055,4690,3281,7199,3881,3056,4.68
716,Stockwell , ,15556,11074,7362,12015,9324,6803,8.87
717,Stonebridge Park                   , ,4092,2407,1994,3929,2300,1534,2.48
719,Stratford , ,74238,79991,52801,71501,75360,49109,50.96
720,Sudbury Hill                       , ,3370,2070,1289,3258,1896,1249,2.03
721,Sudbury Town                       , ,3416,2369,1679,2949,1862,1361,2.01
723,Swiss Cottage                      , ,12194,8475,5942,11522,7809,5573,7.53
724,Temple    , ,13262,4908,2867,14109,5759,2964,7.82
725,Theydon Bois                       , ,1259,929,445,1129,818,427,0.75
726,Tooting Bec                        , ,11438,8036,5134,10251,6719,5116,6.86
727,Tooting Broadway                   , ,21045,15658,10070,20470,14131,9866,13.23
728,Tottenham Court Road               , ,54489,46309,28907,55081,48343,28218,36.01
729,Tottenham Hale                     , ,15177,11628,8126,15381,10595,7349,9.80
730,Totteridge & Whetstone             , ,3321,1791,1041,3089,1583,1023,1.92
731,Tower Hill, ,33376,30591,21013,33372,30256,21128,22.54
733,Tufnell Park                       , ,6050,5033,3220,5187,4052,2901,3.68
734,Turnham Green                      , ,9592,6467,4218,9660,6257,4213,6.03
735,Turnpike Lane                      , ,14670,12039,8604,14589,10835,8437,9.60
736,Upminster ,A,7641,4619,2035,8282,4210,2091,4.73
737,Upminster Bridge                   , ,2038,537,230,1989,458,238,1.10
738,Upney     , ,3712,2178,1329,3313,1774,1109,2.13
739,Upton Park, ,16400,12605,8755,15267,12238,8198,10.30
740,Uxbridge  , ,11878,6599,4075,11903,6223,4286,7.18
777,Vauxhall  , ,37684,27360,17381,33902,24709,16916,22.84
741,Victoria  , ,126275,96658,70312,130050,92731,69643,82.96
742,Walthamstow Central                , ,23987,17380,11242,23250,16779,11839,15.09
743,Wanstead  , ,4110,2894,1732,4069,2645,1711,2.56
745,Warren Street                      , ,28841,10628,6618,29195,10220,6037,16.51
746,Warwick Avenue                     , ,7151,5074,3235,6438,4433,3154,4.31
747,Waterloo  ,T,139941,91036,51622,146314,91296,54391,88.16
748,Watford   , ,2740,1355,877,2635,1334,858,1.60
751,Wembley Central                    , ,7519,6689,4645,7924,6660,5086,5.18
752,Wembley Park                       , ,16104,12131,11520,15589,11481,11459,10.60
753,West Acton, ,2604,1728,1048,2486,1566,1001,1.58
755,West Brompton                      , ,6993,5780,4005,6868,5485,3543,4.54
756,West Finchley                      , ,2423,1267,708,2164,1070,704,1.37
757,West Ham  , ,5258,4288,2864,4714,3880,2619,3.27
758,West Hampstead                     , ,15982,12085,7807,14479,9553,7131,9.71
759,West Harrow                        , ,1797,1082,613,1808,1170,652,1.10
760,West Kensington                    , ,8560,6034,4403,6910,4683,3687,4.95
762,West Ruislip                       , ,2645,2017,1099,2472,1717,986,1.61
754,Westbourne Park                    , ,5936,3736,2196,5012,3010,1965,3.37
761,Westminster                        , ,31925,31311,23020,32353,30247,21425,22.09
764,White City, ,12702,6580,4304,12330,6547,4334,7.53
763,Whitechapel                        , ,21412,11897,8098,21477,11628,8252,13.04
765,Willesden Green                    , ,13129,10190,7330,12201,8640,6895,8.23
766,Willesden Junction                 ,A,6468,4343,2379,6463,3938,2448,3.99
767,Wimbledon ,A,20137,13029,8929,17927,11635,8704,11.95
768,Wimbledon Park                     , ,3589,2434,1272,3248,2020,1227,2.11
770,Wood Green, ,18064,14805,10352,17015,13611,9667,11.53
599,Wood Lane , ,5337,4366,2949,5828,4834,2958,3.65
769,Woodford  , ,9028,6125,3489,6375,5013,3015,4.86
771,Woodside Park                      , ,4424,2504,1607,4254,2575,1793,2.66
 ,,,,,,,,,
